Company,Project,Task,Status,Task Owner,Due Date,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Not Complete,Hannah Davis,2013-08-16,
FM,Ongoing Reporting & Analytics,"Proofread June Report",Complete,Diane Pulvino,2013-07-30,
FM,Ongoing Reporting & Analytics,"Get April Clinic Data from FastMed",Complete,Scott Magoon,2013-05-06,
FM,Ongoing Reporting & Analytics,"Monthly Web Analytics Report",Complete,Christian,2013-05-07,
FM,Ongoing Reporting & Analytics,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-06-04,
FM,Ongoing Reporting & Analytics,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-07-04,
FM,Ongoing Reporting & Analytics,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Not Complete,Christian,2013-08-14,
FM,Ongoing Reporting & Analytics,"Review/Update June Report",Complete,Scott Magoon,2013-07-16,
FM,Ongoing Reporting & Analytics,"Quarterly Report: Facebook Ad Targeting Talking Points",Complete,Evan Levy,2013-06-28,
FM,Ongoing Reporting & Analytics,"Quarterly Report: Complete Initial Draft",Complete,Christian,2013-07-03,
FM,Ongoing Reporting & Analytics,"Quarterly Report: 30/60/90 Plan Slide",Complete,Scott Magoon,2013-06-28,
FM,Ongoing Reporting & Analytics,"Quarterly Report: Deliver Final Report",Complete,Christian,2013-07-15,
FM,Ongoing Reporting & Analytics,"Quarterly Report: Q2 Projects",Complete,Scott Magoon,2013-06-28,
FM,Ongoing Reporting & Analytics,"Instruct NMC to Place Additional Tracking Code",Complete,Jeff Cooper,2013-07-05,
FM,Ongoing Reporting & Analytics,"Mobile Traffic Analysis",Complete,Jeff Cooper,2013-07-10,
FM,Ongoing Reporting & Analytics,"Follow Up w/NMC Tracking Issues",Complete,Jeff Cooper,2013-06-24,
FM,Ongoing Reporting & Analytics,"QC NMC Updates",Complete,Jeff Cooper,2013-06-21,
FM,Ongoing Reporting & Analytics,"Update Yelp Ads Slide Through May",Complete,Christian,2013-06-11,
FM,Ongoing Reporting & Analytics,"FastMed May Report: Review and Update",Complete,Scott Magoon,2013-06-05,
FM,Ongoing Reporting & Analytics,"Deliver Final Version of May Report",Complete,Christian,2013-06-11,
FM,Ongoing Reporting & Analytics,"Send Follow Up to NMC on GA Issues",Complete,Jeff Cooper,2013-06-11,
FM,Ongoing Reporting & Analytics,"Troubleshoot New Click-Tracking Code",Complete,Jeff Cooper,2013-05-29,
FM,Ongoing Reporting & Analytics,"Spot Check New Click Tracking Code",Complete,Jeff Cooper,2013-05-24,
FM,Ongoing Reporting & Analytics,"Update FastMed Monthly Report Template",Complete,Christian,2013-05-31,
FM,Ongoing Reporting & Analytics,"Meet with NMC to troubleshoot event tracking issues",Complete,Jeff Cooper,2013-05-17,
FM,New Weekly Report Build,"Update Strategic Priorities and KPIs",Not Complete,Scott Magoon,2013-08-12,
FM,New Weekly Report Build,"Implement Report Revisions",Not Complete,Christian,2013-08-15,
FM,New Weekly Report Build,"Internal Review of Revised Report",Not Complete,Scott Magoon,2013-08-16,
FM,New Weekly Report Build,"Build New Weekly Report Based on New Requirements",Complete,Christian,2013-07-25,
FM,New Weekly Report Build,"Review New Weekly Report Format",Complete,Scott Magoon,2013-08-02,
FM,New Weekly Report Build,"Requirements For Weekly Report",Complete,Scott Magoon,2013-05-17,
FM,New Weekly Report Build,"Build Weekly Report Based on Requirements",Complete,Christian,2013-05-24,
FM,Allergy Page,"Post Allergies Infographic",Complete,Nolan Ether,2013-07-29,
FM,Allergy Page,"Change URL to Allergy page & cross-link",Complete,Jeff Cooper,2013-05-29,
FM,Allergy Page,"Approve Allergies IG V1",Complete,Scott Magoon,2013-06-05,
FM,Allergy Page,"Revise Infographic Based On Client Feedback",Complete,Nuno,2013-06-04,
FM,Allergy Page,"Move Spring Allergies Page to Blog",Complete,Jeff Cooper,2013-05-31,
FM,Allergy Page,"Implement Page in CMS",Complete,Jeff Cooper,2013-04-29,
FM,Allergy Page,"Allergy Whiteboard Video Script",Complete,Nuno,2013-05-02,
FM,Allergy Page,"Approve Allergy Whiteboard Script",Complete,Scott Magoon,2013-05-08,
FM,Allergy Page,"Approve Allergy IG Script",Complete,Scott Magoon,2013-05-08,
FM,Allergy Page,"Allergy Infographic Production",Complete,Nuno,2013-05-15,
FM,Allergy Page,"Page Crosslinking",Complete,Jeff Cooper,2013-05-03,
FM,Sinusitis Page,"Fastmed To Approve Whiteboard Video Storyboard",Complete,Scott Magoon,2013-07-23,
FM,Sinusitis Page,"Approve video",Not Complete,Scott Magoon,2013-08-14,
FM,Sinusitis Page,"Place IG on Page",Complete,Nolan Ether,2013-07-11,
FM,Sinusitis Page,"Proof Sinusitis IG",Complete,Diane Pulvino,2013-06-25,
FM,Sinusitis Page,"Approve Sinusitis IG",Complete,Scott Magoon,2013-07-16,
FM,Sinusitis Page,"Proof storyboards",Complete,Diane Pulvino,None Set,
FM,Sinusitis Page,"IG Wireframe Approval",Complete,Scott Magoon,2013-05-22,
FM,Sinusitis Page,"Implement Page in CMS",Complete,Jeff Cooper,2013-04-29,
FM,Sinusitis Page,"Sinusitis Whiteboard Video Storyboard",Complete,Nuno,2013-05-20,
FM,Sinusitis Page,"Sinusitis Infographic Production",Complete,Nuno,2013-06-06,
FM,Sinusitis Page,"Proof Sinusitis IG final",Complete,Diane Pulvino,None Set,
FM,Sinusitis Page,"Sinusitis Whiteboard Video Production",Complete,Nuno,2013-07-25,
FM,Sinusitis Page,"Proof sinusitis video",Complete,Diane Pulvino,2013-07-31,
FM,Sinusitis Page,"Sinusitis Infographic Wireframe",Complete,Nuno,2013-05-15,
FM,Sinusitis Page,"Page Crosslinking",Complete,Jeff Cooper,2013-05-03,
FM,Meta Data Initiative,"Edit wording of impact slide per ZC's email and send to editing",Complete,Scott Magoon,2013-05-17,
FM,Meta Data Initiative,"Share impact slides with FastMed",Complete,Scott Magoon,2013-05-29,
FM,Meta Data Initiative,"Post-Change Analysis",Complete,Jeff Cooper,2013-05-13,
FM,Meta Data Initiative,"Create Meta Data For All Location Pages",Complete,Jeff Cooper,2013-04-19,
FM,Meta Data Initiative,"Execute on Meta Data Changes",Complete,Jeff Cooper,2013-04-19,
FM,Urgent Care Content Campaign,"Implement ER v UC Graphic on UC Page",Complete,Nolan Ether,2013-05-30,
FM,Urgent Care Content Campaign,"Crosslink Current Content",Complete,Jeff Cooper,2013-05-22,
FM,Urgent Care Content Campaign,"Revise Current Urgent Care Content",Complete,Nolan Ether,2013-05-21,
FM,BCBS Partnership Initiative,"Produce BCBS Digital Marketing Plan V1",Complete,Jeff Cooper,2013-04-28,
FM,BCBS Partnership Initiative,"Edits to Marketing Plan V1",Complete,Jeff Cooper,2013-04-29,
FM,BCBS Partnership Initiative,"Review BCBS Plan With Client",Complete,Scott Magoon,2013-05-03,
FM,BCBS Research For Chris Cooney,"Research",Complete,Unassigned,None Set,
FM,BCBS Research For Chris Cooney,"Proofing",Complete,Diane Pulvino,2013-06-04,
FM,Flu Content Campaign,"Create Implementation Plan For Outstanding Content",Complete,Jeff Cooper,2013-05-06,
FM,Flu Content Campaign,"Upload Flu Assets to Youtube Channel",Complete,Nuno,2013-05-01,
FM,Flu Content Campaign,"Write Flu Content & Place Content & Videos Directly In CMS",Complete,Nolan Ether,2013-05-07,
FM,Google WMT Configuration,"Meet With NMC To Move GA Code",Complete,Jeff Cooper,2013-04-29,
FM,Google WMT Configuration,"Configure FM Profile",Complete,Jeff Cooper,2013-04-29,
FM,Crosslinking Campaign,"Update Urgent Care Traffic Data",Complete,Jeff Cooper,2013-06-04,
FM,Crosslinking Campaign,"Proof Urgent Care Traffic Data Slides",Complete,Diane Pulvino,2013-06-04,
FM,Crosslinking Campaign,"Identify Top 5 Organically Ranking Pages",Complete,Jeff Cooper,2013-05-01,
FM,Crosslinking Campaign,"Put at least 1 ""urgent care"" outbound link on top 5 pages",Complete,Jeff Cooper,2013-05-01,
FM,Crosslinking Campaign,"Add ""Urgent Care"" to Meta Data on Top 5 Pages",Complete,Jeff Cooper,2013-05-01,
FM,Client Initiatives,"Address ""Family Practice"" Content Issues",Not Complete,Unassigned,None Set,
FM,Client Initiatives,"Discuss Employee-Sourcing Content",Not Complete,Unassigned,None Set,
FM,Client Initiatives,"In-Clinic Survey Modifications",Not Complete,Unassigned,None Set,
FM,Client Initiatives,"Recommend YouTube Name Change",Complete,Scott Magoon,2013-05-15,
FM,Client Initiatives,"Review Solicitation Program",Complete,Scott Magoon,2013-05-01,
FM,Monthly Report Build,"Create Initial Report",Complete,Jeff Cooper,2013-04-05,
FM,Monthly Report Build,"Transition Report To CvK",Complete,Jeff Cooper,2013-04-24,
FM,Ad Copy Innovation,"FastMed to approve new ad concepts",Complete,Scott Magoon,2013-07-23,
FM,Ad Copy Innovation,"Produce ramp up new clinic display ad",Complete,Nolan Ether,2013-07-29,
FM,Ad Copy Innovation,"Launch Chandler, Ray Road Display Ad",Complete,Evan Levy,None Set,
FM,Ad Copy Innovation,"Launch Geotargetted Ad V2",Complete,Evan Levy,2013-07-10,
FM,Ad Copy Innovation,"Geotargetted Clinic Ad (150kb)",Complete,Nolan Ether,2013-07-11,
FM,Ad Copy Innovation,"Create New Ad Type",Complete,Nuno,2013-07-16,
FM,Ad Copy Innovation,"Explore Adwords Builder",Complete,Nolan Ether,2013-06-27,
FM,Ad Copy Innovation,"Get Ad Concept Approved",Complete,Scott Magoon,2013-03-20,
FM,Ad Copy Innovation,"Produce final ad copy for select clinics (pending client feedback)",Complete,Nolan Ether,2013-04-05,
FM,Ad Copy Innovation,"Incorporate animated GIF into select Display campaigns",Complete,Evan Levy,2013-04-19,
FM,OHS / WC Campaigns,"FastMed to Propose Next Steps",Complete,Scott Magoon,None Set,
FM,OHS / WC Campaigns,"Review KW List From Will",Complete,Jeff Cooper,2013-05-03,
FM,OHS / WC Campaigns,"Send Update to CS regarding proposed strategy",Complete,Jeff Cooper,2013-05-03,
FM,YouTube Acct,"Ask for credentials to original account",Complete,Scott Magoon,2013-06-07,
FM,YouTube Acct,"Load videos to original account channel",Complete,Hannah Davis,2013-06-13,
FM,UTI Page,"Approve final IG",Complete,Scott Magoon,2013-06-17,
FM,UTI Page,"Proof UTI infographic",Complete,Diane Pulvino,None Set,
FM,UTI Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,UTI Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,UTI Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,UTI Page,"Produce IG wireframe",Complete,Nuno,2013-06-05,
FM,UTI Page,"Approve IG wireframe",Complete,Scott Magoon,2013-06-12,
FM,UTI Page,"Produce Final IG",Complete,Nuno,2013-06-14,
FM,UTI Page,"Place IG On Page",Complete,Nolan Ether,2013-06-18,
FM,UTI Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-06-18,
FM,UTI Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-06-27,
FM,Hypertension/BP Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,Hypertension/BP Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,Hypertension/BP Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,Hypertension/BP Page,"Produce IG wireframe",Complete,Nuno,2013-06-05,
FM,Hypertension/BP Page,"Proof hypertension IG wireframe",Complete,Diane Pulvino,2013-06-07,
FM,Hypertension/BP Page,"Approve IG wireframe",Complete,Scott Magoon,2013-06-12,
FM,Hypertension/BP Page,"Produce Final IG",Complete,Nuno,2013-06-14,
FM,Hypertension/BP Page,"Approve Hypertension IG",Complete,Scott Magoon,2013-06-17,
FM,Hypertension/BP Page,"Place IG On Page",Complete,Nolan Ether,2013-06-18,
FM,Hypertension/BP Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-06-27,
FM,Hypertension/BP Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-06-27,
FM,Back Pain Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,Back Pain Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,Back Pain Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,Back Pain Page,"Produce Back Pain IG wireframe",Complete,Nolan Ether,2013-06-11,
FM,Back Pain Page,"FastMed to Approve Back Pain IG wireframe",Complete,Scott Magoon,2013-06-18,
FM,Back Pain Page,"Approval of Back Pain IG",Complete,Scott Magoon,2013-07-09,
FM,Back Pain Page,"Produce Final Back Pain IG",Complete,Nolan Ether,2013-06-27,
FM,Back Pain Page,"Place IG On Page",Complete,Nolan Ether,2013-07-09,
FM,Back Pain Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-06-27,
FM,Back Pain Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-06-27,
FM,Nausea/Vomiting Page,"Fix URL on Nausea/Vomiting Page",Complete,Jeff Cooper,2013-05-17,
FM,Nausea/Vomiting Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,Nausea/Vomiting Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,Nausea/Vomiting Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,Nausea/Vomiting Page,"Produce IG wireframe",Complete,Nuno,2013-06-12,
FM,Nausea/Vomiting Page,"Proof IG wireframe",Complete,Diane Pulvino,2013-06-12,
FM,Nausea/Vomiting Page,"FastMed to Approve IG wireframe",Complete,Scott Magoon,2013-07-03,
FM,Nausea/Vomiting Page,"Produce Final IG",Complete,Nuno,2013-06-20,
FM,Nausea/Vomiting Page,"Approve IG final",Complete,Scott Magoon,2013-07-03,
FM,Nausea/Vomiting Page,"Place IG On Page",Complete,Nolan Ether,2013-07-05,
FM,Nausea/Vomiting Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-06-27,
FM,Nausea/Vomiting Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-06-27,
FM,Cough/Bronchitis Page,"proof IG",Complete,Diane Pulvino,2013-07-15,
FM,Cough/Bronchitis Page,"Fix URL on Cough/Bronchitis Page",Complete,Jeff Cooper,2013-05-17,
FM,Cough/Bronchitis Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,Cough/Bronchitis Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,Cough/Bronchitis Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,Cough/Bronchitis Page,"Produce IG wireframe",Complete,Nuno,2013-06-25,
FM,Cough/Bronchitis Page,"proof Bronchitis IG wireframe",Complete,Diane Pulvino,2013-06-26,
FM,Cough/Bronchitis Page,"Approve IG wireframe",Complete,Scott Magoon,2013-07-15,
FM,Cough/Bronchitis Page,"Produce Final IG",Complete,Nuno,2013-07-03,
FM,Cough/Bronchitis Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-06-28,
FM,Cough/Bronchitis Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-06-28,
FM,Cough/Bronchitis Page,"Approve Bronchitis IG",Complete,Scott Magoon,2013-07-23,
FM,Cough/Bronchitis Page,"Place IG On Page",Complete,Nolan Ether,2013-07-26,
FM,Sore Throat Page,"Proof Sore Throat wireframe",Complete,Diane Pulvino,None Set,
FM,Sore Throat Page,"Fix URL on Sore Throat/Strep Page",Complete,Jeff Cooper,2013-05-17,
FM,Sore Throat Page,"Obtain Content from Client",Complete,Scott Magoon,2013-05-10,
FM,Sore Throat Page,"Create Page and Implement Client Content",Complete,Nolan Ether,2013-05-16,
FM,Sore Throat Page,"Launch Page",Complete,Nolan Ether,2013-05-16,
FM,Sore Throat Page,"Produce IG wireframe",Complete,Nuno,2013-07-02,
FM,Sore Throat Page,"Approve IG wireframe",Complete,Scott Magoon,2013-07-17,
FM,Sore Throat Page,"Produce Final IG",Complete,Nuno,2013-07-04,
FM,Sore Throat Page,"Crosslink Page with Other Site Content",Complete,Jeff Cooper,2013-07-05,
FM,Sore Throat Page,"Submit Page to Index via WMT",Complete,Jeff Cooper,2013-07-05,
FM,Sore Throat Page,"FastMed to approve IG final",Complete,Scott Magoon,2013-07-23,
FM,Sore Throat Page,"proof IG",Complete,Diane Pulvino,2013-07-15,
FM,Sore Throat Page,"Place IG On Page",Complete,Nolan Ether,2013-07-26,
FM,Directory Profile Pages,"Create List of All Clinics Needing New Location Pictures",Complete,Nolan Ether,2013-07-24,
FM,Directory Profile Pages,"FastMed to provide new location pictures",Not Complete,Scott Magoon,2013-08-14,
FM,Directory Profile Pages,"Add clinic page content to descriptions for 1st set of Yelp pages",Not Complete,Nolan Ether,2013-08-12,
FM,Directory Profile Pages,"Add clinic pictures to all AZ Yelp pages",Not Complete,Nolan Ether,2013-08-07,
FM,Directory Profile Pages,"Add clinic page content to descriptions for remaining Yelp pages",Not Complete,Nolan Ether,2013-08-14,
FM,Directory Profile Pages,"Add clinic pictures to all NC Yelp pages",Not Complete,Nolan Ether,2013-08-14,
FM,Directory Profile Pages,"Add clinic page content to descriptions for all AZ G+ pages",Not Complete,Nolan Ether,2013-08-28,
FM,Directory Profile Pages,"Add clinic pictures to all AZ G+ pages",Not Complete,Nolan Ether,2013-08-28,
FM,Directory Profile Pages,"Add clinic page content to descriptions for all NC G+ pages",Not Complete,Nolan Ether,2013-09-04,
FM,Directory Profile Pages,"Add clinic pictures to all NC G+ pages",Not Complete,Nolan Ether,2013-09-04,
FM,Directory Profile Pages,"Evaluate Yelp Enhanced Account Options And Value",Complete,Scott Magoon,2013-06-26,
FM,Directory Profile Pages,"Propose Yelp Budget",Complete,Scott Magoon,2013-07-03,
FM,Directory Profile Pages,"Gather Content Requirements for Yelp Pages",Complete,Nolan Ether,2013-07-10,
FM,Clinic-Level "Urgent Care" SEM Analysis,"Clinic-Level Urgent Care SEO Analysis",Complete,Jeff Cooper,2013-07-11,
FM,Clinic-Level "Urgent Care" SEM Analysis,"Clinic-Level Urgent Care PPC Analysis",Complete,Jeff Cooper,2013-07-11,
FM,Clinic-Level "Urgent Care" SEM Analysis,"Clinic-Level Urgent Care Dashboard Build",Complete,Jeff Cooper,2013-07-11,
FM,PPC Geo-Fencing,"Summarize Search Geo Targeting",Not Complete,Evan Levy,2013-08-13,
FM,PPC Geo-Fencing,"Determine Target Zip Codes by Clinic",Not Complete,Evan Levy,2013-08-13,
FM,PPC Geo-Fencing,"Implement Targeting Changes in AdWords",Not Complete,Evan Levy,2013-08-16,
FM,Common Conditions SEO,"Audit Information Architecture",Complete,Jeff Cooper,2013-07-11,
FM,Common Conditions SEO,"Audit Crosslinking",Complete,Jeff Cooper,2013-07-11,
FM,Common Conditions SEO,"Audit Graphics",Complete,Jeff Cooper,2013-07-11,
FM,Common Conditions SEO,"Analyze SEO Impact",Complete,Jeff Cooper,2013-07-11,
FM,Common Conditions SEO,"Propose Next Steps for Diagnostic Content",Complete,Jeff Cooper,2013-07-11,
FM,Common Conditions SEO,"FastMed to approve use of Flu content for blog",Complete,Scott Magoon,2013-07-24,
FM,Common Conditions SEO,"NMC to revise common conditions template",Not Complete,Scott Magoon,2013-08-12,
FM,Common Conditions SEO,"Revise Page Titles for Consistency",Complete,Jeff Cooper,2013-07-30,
FM,Common Conditions SEO,"Repurpose 'Is it a Cold or Flu' content as blog post",Complete,Nolan Ether,2013-07-30,
FM,Common Conditions SEO,"Remove 'Is it a Cold or Flu' content from common conditions section",Complete,Jeff Cooper,2013-08-01,
FM,Common Conditions SEO,"Add 'Flu Symptoms' content from blog post to ""flu"" common conditions page",Complete,Nolan Ether,2013-08-01,
